Algorithm;ndcg_5;hit_5;P_5;R_5;RR_5;ndcg_10;hit_10;P_10;R_10;RR_10;ndcg_50;hit_50;P_50;R_50;RR_50;ndcg_100;hit_100;P_100;R_100;RR_100
CGCL-E-CC-2C;0.0056793158275778;0.015025679;0.003056070402807;0.0074055710595779;0.0070534859482071;0.0077176660807277;0.028268652;0.0029301489834321;0.0131857213237984;0.0087777582394088;0.0161546079919801;0.10126063;0.0022770554195729;0.0500585082076802;0.0118954763278376;0.0212960944038914;0.1548975;0.0018374623296877;0.0795666053034599;0.0126517258187863
KGCL-E-DC-2C;0.0055899432616271;0.017402623;0.0035399482165848;0.0083384095234047;0.0069320448789598;0.0072285091713612;0.027051883;0.0027943236321962;0.0129935287852019;0.0082422104228439;0.0157383576404472;0.09623792;0.0022162169809985;0.0492873422636265;0.0114838837634853;0.021075573660127;0.15044072;0.0018458099293991;0.0799198796886979;0.0122473341620991
CGCL-E-CC-4C;0.0055178076269568;0.014473889;0.0029655201686498;0.0071312206938561;0.0068594160453128;0.0074975963197546;0.026952842;0.0027985681744223;0.0127363014260777;0.0084849521994925;0.0158129799042923;0.09932229;0.0022334781193848;0.0491235561651011;0.0115486942907388;0.0209046213605863;0.15211025;0.0018142588321849;0.0782875582865772;0.0122906000229853
CGCL-E-CC-5C;0.0054083204015292;0.014289958;0.0029117559671189;0.006966421592932;0.006831826520843;0.0073686966311793;0.02679721;0.0027801751581091;0.0124854994105323;0.0084707868819839;0.01565464991183;0.099152505;0.002233195149903;0.0485594340198304;0.0115621062217742;0.0206085905938571;0.14990309;0.0017920457278682;0.0769663161088845;0.012276237893513
CGCL-E-CC-3C;0.0052874824504284;0.014021138;0.0028636511552229;0.006887327468563;0.0065514509260176;0.00721384530237;0.026174678;0.002703773398039;0.0123506177886339;0.0081374218830181;0.0154150610629808;0.09768107;0.002192730514014;0.0480343655369564;0.0112131251288678;0.0203856710704988;0.14915322;0.0017757749826681;0.0765561395327095;0.0119391755188551
CGCL-E-R-DC-5C;0.0049216090075109;0.014162622;0.0028834590189448;0.0064420393534586;0.006597669274702;0.0060818114540696;0.022736598;0.0023571357829058;0.0097891880187073;0.007715561547322;0.0138386242858059;0.092658356;0.0020719025453104;0.0444774297280579;0.0104959431745212;0.0181728744097549;0.13988596;0.0016512684107019;0.0689695442494413;0.0111671066175344
CGCL-E-R-DC-4C;0.0048737924498089;0.014162622;0.0028891184085796;0.006362473025362;0.0065344727571131;0.0060023016881176;0.022382885;0.0023118606658271;0.0096968665684932;0.0075946370096683;0.0128091049989394;0.083773114;0.0018806151756533;0.0395327132017664;0.0101638440384157;0.0189494488889116;0.14810623;0.0017668614439932;0.0741420414657676;0.0111350966403987
AdaGCL-E-DC-5C;0.0048272453617564;0.01085188;0.0022722449383833;0.0056954852601606;0.0058294071317741;0.0064400861788332;0.019482449;0.0021760353145913;0.0103694926710608;0.00688767369217;0.011761320510273;0.054485776;0.0015447304008262;0.0331251265401133;0.0084176064747558;0.0146690799680505;0.07236944;0.001177294528785;0.0494580484160341;0.0086792489148379
AdaGCL-E-DC-4C;0.0048272453617564;0.01085188;0.0022722449383833;0.0056954852601606;0.0058294071317741;0.0064441440616347;0.019539043;0.0021831095516348;0.0103765757269745;0.0068933330818049;0.0117455279508924;0.054287694;0.0015387880417097;0.0330712149281064;0.0084129896079716;0.0146747476276581;0.07246848;0.001179558284639;0.0495135006557067;0.0086781050947995
AdaGCL-E-DC-3C;0.0048272453617564;0.01085188;0.0022722449383833;0.0056954852601606;0.0058294071317741;0.0064376514491523;0.019440003;0.0021717907723652;0.0103652428375126;0.0068834291499439;0.0117531359836603;0.054287694;0.0015370902248192;0.033145113117168;0.0084111399713439;0.0146724767205634;0.07245433;0.001179558284639;0.049513840100185;0.0086753513304691
CGCL-E-DC-4C;0.0048056786845;0.014162622;0.0028891184085796;0.006362473025362;0.0064976867244867;0.0059411855213298;0.022397034;0.0023146903606446;0.0096996997908587;0.0075536064348158;0.0130209765326091;0.08610761;0.001930134834958;0.0409350885748361;0.0101743119682852;0.0189615202625404;0.14779496;0.0017531374241288;0.0744344096997021;0.011114064715598
AdaGCL-DP-DC-4C;0.0047338705798979;0.0120403515;0.002495790828959;0.0056324460625292;0.0066469531261053;0.0059403319270766;0.019524895;0.0021038780967472;0.0091723943854527;0.0076022839230439;0.0099817627594804;0.052717213;0.0013242971745497;0.0263694778076943;0.0090760439316508;0.0123060550736753;0.07502936;0.0010233591307177;0.0392468507015846;0.0093881418539216
AdaGCL-DP-R-DC4C;0.0047119129330748;0.010370832;0.0021251008078778;0.0054140518385252;0.0057513547163938;0.0064140384177868;0.019793715;0.0021788650094087;0.0101845405896205;0.0069518190558386;0.0118039553644405;0.055080008;0.0015469941566802;0.0333005472172964;0.0084751824762105;0.0148840121050756;0.07418045;0.0012089871107401;0.0505466246313493;0.0087530575818463
CGCL-E-DC-5C;0.004668769543997;0.013356159;0.0027391445832566;0.005928990003447;0.0063866212029032;0.005987647414985;0.022750746;0.0023500615458622;0.0097338165101761;0.0076373238543048;0.0137364403734733;0.092332944;0.0020574711017416;0.0446084411254547;0.0103872350142008;0.0178293005139867;0.13675915;0.0015997679650249;0.06778118348725;0.0110293736147301
AdaGCL-E-R-DC-5C;0.0046424047012596;0.010229346;0.0020968038597037;0.0053347216122924;0.0056843852723817;0.0063182999248348;0.019539043;0.002153397756052;0.0100629312653508;0.0068483611463138;0.01180035802862;0.05500927;0.0015611426307672;0.0336511297988588;0.0083748750889469;0.0146783568977455;0.072652414;0.0011907355791677;0.0497798947346042;0.0086286441203489
AdaGCL-E-R-DC-4C;0.0046424047012596;0.010229346;0.0020968038597037;0.0053347216122924;0.0056843852723817;0.0063182999248348;0.019539043;0.002153397756052;0.0100629312653508;0.0068483611463138;0.0117924039809394;0.05500927;0.0015634063866212;0.0335839959281948;0.0083746996599985;0.0146782516735152;0.072652414;0.0011907355791677;0.0497798947346042;0.0086284921618103
KGCL-E-DC-4C;0.0045797493027263;0.012818517;0.0028410135966835;0.0060177643042314;0.0061548220357767;0.0068625931274714;0.028410137;0.0030645594872592;0.0125059447076418;0.0081909783490168;0.0150126463192685;0.09670482;0.0022597942811867;0.046785802105448;0.0114384950716251;0.0193340226156607;0.14251758;0.0017531374241288;0.0712759097441117;0.0120908196482808
KGCL-E-R-DC-4C;0.0045557550071785;0.014035286;0.0029938171168239;0.0063801806651461;0.0060925687497936;0.0082842803642002;0.036701143;0.0039007343058051;0.0175901509995091;0.008776309705157;0.0158175874844155;0.099605255;0.0023132755132358;0.0496563072228593;0.0116830362152089;0.0199351188964617;0.14335234;0.0017254064149181;0.0731540581354074;0.0123085730977557
AdaGCL-DP-R-DC5C;0.0045516691702821;0.011559303;0.0023882624258973;0.0058994772704735;0.0056558525163061;0.00602459007369;0.019425854;0.0021350047397388;0.0099812343990072;0.0067229955598495;0.0110125900413671;0.051783416;0.0014473888991072;0.0312575727812677;0.0081449651315992;0.0142087856646855;0.071888395;0.0011726255323363;0.0490728928316451;0.0084474540068905
AdaGCL-DP-CC-4C;0.00432539711049;0.010936771;0.0022552667694789;0.0053309439824717;0.0059121757051835;0.0054964258129138;0.01816664;0.0019241924758414;0.0087077234316259;0.0068490966423874;0.0094795215937222;0.051514596;0.0011856421284964;0.0260181787395519;0.0082716323842083;0.0121122541730403;0.07808543;0.0009520508213189;0.0411129042285359;0.0086450757993503
LightGCN-E-DC-4C;0.004304559193735;0.011064107;0.0023203497502794;0.0055526436325688;0.0053221843357527;0.0054145115445925;0.018492056;0.0019609785084678;0.0087323960763917;0.006282674834154;0.0092596398064649;0.05256158;0.0011989416941382;0.0255079300310276;0.0077133163560205;0.0120861356718351;0.084763505;0.001009918080335;0.0416114066688241;0.008156021465483
AdaGCL-DP-CC-5C;0.0042484558281839;0.011064107;0.0023118606658271;0.0053488877241196;0.0057412149766314;0.0053425458054073;0.01761485;0.0018760876639454;0.0085110562005633;0.0065944802535586;0.0093101438115055;0.050340272;0.0011672491121832;0.025792487870493;0.0079866354354741;0.0119123498606627;0.07658569;0.0009371949235274;0.0407010469821471;0.0083567804580033
AdaGCL-DP-CC-3C;0.0042443984933555;0.010498168;0.0021986728731306;0.0053205555004651;0.0054834769403453;0.0054335170166262;0.017657295;0.001873257969128;0.0087297539841065;0.0064168270721843;0.0094638893386808;0.050679833;0.0011782849219711;0.0262763122830834;0.0078265828552705;0.0121575392387216;0.07807128;0.0009514848823554;0.0417914403681609;0.0082109550816255
CGCL-E-R-DC-3C;0.004219129302829;0.011516858;0.0023543060880884;0.00507217633976;0.0062809792630531;0.0057685712861038;0.022057472;0.0022736597857921;0.0094442431957129;0.0077031872469697;0.011598127212605;0.0751284;0.001674047453982;0.0352526561672421;0.0098894091221705;0.0160807290020167;0.12545452;0.0014452666279941;0.0606555181239269;0.0106293967359036
CGCL-E-DC-3C;0.0042069646760249;0.011502709;0.0023486466984535;0.0050714680341686;0.0062698962916849;0.0057182836595352;0.021930134;0.0022651707013398;0.0093613714415233;0.0076638241708488;0.0117768052017124;0.07734971;0.0017142291203893;0.0364432250931286;0.0098862903153323;0.0160752781378377;0.1256809;0.0014400316925819;0.0608919209989891;0.0105880926549271
CGCL-E-DC-2C;0.0041226684587677;0.0111207;0.0022750746332008;0.0048592124586231;0.0062078788136032;0.0055243758382679;0.020472841;0.0021335898923301;0.0088281353821578;0.007483852211777;0.010725805677014;0.06961049;0.0015512386989063;0.0317027396070591;0.0095172393589965;0.0141889472993145;0.11006098;0.0012798709659163;0.0513376219575555;0.0100766532826296
